NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,visibility_type,modifier_type,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,is_smelly
19.0,14.0,22.0,3,12.0,16.0,17.0,22,5.0,3.0,3,110,77,15.0,15.0,24.0,22.0,0.0,20,1,26.0,16,5.0,8.0,10.0,11,18.0,20,20,13.0,24.0,20.0,6,30,44,6.0,13.0,22.0,15.0,1.0,17.0,false
17.0,16.0,0.0,8,4.0,4.0,19.0,23,19.0,21.0,2,5,92,10.0,12.0,22.0,9.0,22.0,16,2,23.0,7,14.0,13.0,18.0,10,24.0,19,15,2.0,19.0,16.0,2,13,101,25.0,23.0,20.0,2.0,22.0,3.0,false
8.0,1.0,19.0,4,23.0,20.0,23.0,17,12.0,3.0,2,73,128,22.0,19.0,3.0,4.0,4.0,2,8,7.0,16,25.0,22.0,19.0,22,1.0,60,22,23.0,21.0,11.0,11,4,76,13.0,1.0,16.0,0.0,9.0,7.0,true
3.0,8.0,16.0,21,5.0,15.0,3.0,16,8.0,1.0,0,55,44,12.0,10.0,8.0,17.0,12.0,20,11,9.0,16,21.0,0.0,1.0,9,14.0,29,12,25.0,2.0,26.0,3,28,76,5.0,12.0,23.0,17.0,16.0,0.0,false
24.0,24.0,18.0,1,22.0,25.0,2.0,12,1.0,8.0,3,113,52,9.0,17.0,22.0,4.0,14.0,12,8,21.0,4,19.0,10.0,21.0,22,4.0,88,20,11.0,24.0,25.0,35,31,77,14.0,2.0,13.0,9.0,16.0,26.0,false
3.0,23.0,13.0,29,15.0,8.0,15.0,21,14.0,5.0,0,89,14,16.0,24.0,11.0,17.0,1.0,17,8,14.0,6,0.0,24.0,13.0,14,9.0,94,24,7.0,16.0,6.0,27,8,97,2.0,25.0,19.0,20.0,21.0,13.0,false
11.0,17.0,3.0,19,6.0,21.0,24.0,5,26.0,20.0,0,110,116,24.0,10.0,13.0,6.0,12.0,20,5,21.0,3,16.0,26.0,25.0,9,11.0,56,27,6.0,15.0,1.0,31,8,83,8.0,26.0,10.0,2.0,7.0,10.0,false
13.0,9.0,3.0,21,14.0,20.0,15.0,34,11.0,6.0,0,87,60,7.0,13.0,18.0,11.0,25.0,19,4,16.0,13,13.0,3.0,20.0,21,18.0,72,34,18.0,5.0,24.0,6,19,12,9.0,4.0,19.0,21.0,20.0,4.0,true
18.0,10.0,8.0,28,4.0,19.0,5.0,28,3.0,6.0,0,62,0,26.0,23.0,16.0,0.0,3.0,11,4,2.0,4,12.0,6.0,18.0,2,17.0,90,17,15.0,12.0,10.0,14,30,122,25.0,18.0,11.0,8.0,22.0,0.0,false
17.0,18.0,0.0,34,1.0,7.0,13.0,11,6.0,2.0,0,5,123,26.0,15.0,23.0,0.0,14.0,15,1,5.0,5,13.0,7.0,21.0,1,19.0,1,25,8.0,1.0,17.0,36,16,1,19.0,24.0,15.0,23.0,11.0,4.0,false
0.0,10.0,21.0,18,24.0,8.0,1.0,13,24.0,14.0,0,142,58,14.0,9.0,8.0,9.0,12.0,7,0,16.0,9,11.0,23.0,1.0,35,8.0,79,22,17.0,20.0,12.0,5,18,126,10.0,17.0,16.0,25.0,23.0,22.0,true
7.0,1.0,26.0,29,10.0,15.0,26.0,32,7.0,18.0,2,33,99,22.0,6.0,6.0,22.0,16.0,12,4,6.0,11,12.0,3.0,9.0,30,8.0,35,27,25.0,11.0,0.0,31,21,113,17.0,25.0,3.0,25.0,19.0,6.0,true
23.0,9.0,12.0,23,5.0,5.0,6.0,24,15.0,23.0,3,82,143,7.0,26.0,3.0,11.0,0.0,6,7,9.0,4,18.0,7.0,18.0,22,3.0,139,7,15.0,20.0,8.0,35,7,91,18.0,0.0,15.0,16.0,18.0,17.0,true
20.0,1.0,16.0,27,13.0,1.0,2.0,5,26.0,24.0,0,72,87,10.0,23.0,15.0,18.0,6.0,1,0,14.0,15,16.0,20.0,5.0,9,21.0,80,3,26.0,6.0,0.0,15,13,16,22.0,17.0,20.0,26.0,9.0,7.0,false
21.0,0.0,26.0,27,19.0,21.0,20.0,16,6.0,6.0,1,105,120,9.0,15.0,9.0,3.0,15.0,9,3,8.0,3,22.0,21.0,2.0,22,11.0,126,4,15.0,24.0,6.0,19,32,30,5.0,14.0,26.0,9.0,2.0,17.0,false
5.0,4.0,8.0,31,20.0,0.0,7.0,0,10.0,5.0,2,46,48,2.0,5.0,16.0,22.0,25.0,17,4,23.0,6,21.0,5.0,13.0,34,16.0,38,26,0.0,1.0,23.0,30,28,47,12.0,1.0,10.0,19.0,26.0,2.0,false
25.0,2.0,9.0,14,15.0,18.0,8.0,9,3.0,13.0,2,120,97,24.0,12.0,20.0,16.0,0.0,8,1,14.0,6,24.0,9.0,18.0,19,17.0,22,25,0.0,9.0,12.0,33,34,48,3.0,16.0,17.0,9.0,1.0,16.0,false
8.0,26.0,26.0,35,20.0,0.0,0.0,15,15.0,4.0,3,86,77,16.0,1.0,12.0,10.0,1.0,14,3,19.0,20,2.0,25.0,18.0,22,20.0,124,33,5.0,23.0,8.0,20,19,125,11.0,16.0,24.0,22.0,24.0,25.0,true
18.0,1.0,9.0,31,18.0,5.0,19.0,36,24.0,16.0,2,34,50,17.0,10.0,6.0,7.0,22.0,14,6,4.0,2,21.0,3.0,6.0,4,1.0,0,14,24.0,6.0,1.0,5,18,62,17.0,12.0,23.0,6.0,4.0,1.0,false
7.0,2.0,19.0,8,20.0,24.0,22.0,10,1.0,5.0,1,45,82,26.0,8.0,17.0,17.0,11.0,8,4,15.0,12,24.0,1.0,18.0,30,13.0,6,7,17.0,9.0,23.0,16,12,134,23.0,7.0,12.0,12.0,11.0,15.0,false
10.0,5.0,18.0,5,4.0,9.0,4.0,7,18.0,26.0,1,19,79,26.0,14.0,12.0,10.0,9.0,16,10,6.0,18,24.0,23.0,3.0,13,16.0,109,18,16.0,6.0,22.0,36,10,50,4.0,19.0,23.0,21.0,5.0,9.0,true
26.0,10.0,16.0,35,20.0,19.0,9.0,14,17.0,12.0,1,75,119,22.0,12.0,17.0,6.0,9.0,5,8,19.0,8,10.0,16.0,23.0,23,23.0,63,19,25.0,6.0,22.0,30,26,92,4.0,14.0,15.0,19.0,19.0,26.0,false
18.0,14.0,15.0,33,15.0,10.0,3.0,12,7.0,10.0,3,16,38,23.0,0.0,7.0,5.0,21.0,17,1,19.0,6,14.0,0.0,18.0,32,16.0,9,16,22.0,19.0,1.0,5,33,72,1.0,15.0,17.0,26.0,26.0,9.0,false
9.0,13.0,2.0,7,12.0,11.0,20.0,18,26.0,8.0,2,94,80,23.0,16.0,13.0,4.0,12.0,6,0,10.0,19,19.0,0.0,2.0,20,16.0,80,10,10.0,5.0,23.0,20,18,140,8.0,25.0,5.0,3.0,5.0,7.0,false
23.0,24.0,0.0,0,24.0,1.0,9.0,28,25.0,25.0,0,123,132,8.0,9.0,16.0,14.0,18.0,20,11,11.0,18,15.0,10.0,5.0,29,18.0,21,31,26.0,14.0,19.0,35,19,48,23.0,8.0,21.0,15.0,0.0,11.0,true
1.0,11.0,19.0,33,22.0,6.0,18.0,19,12.0,22.0,0,48,14,6.0,7.0,23.0,20.0,17.0,15,7,25.0,1,18.0,25.0,16.0,34,11.0,51,4,26.0,25.0,15.0,27,19,139,4.0,3.0,8.0,26.0,11.0,13.0,false
12.0,2.0,9.0,20,21.0,14.0,16.0,26,0.0,0.0,3,71,77,1.0,5.0,15.0,4.0,2.0,19,9,21.0,17,13.0,25.0,2.0,32,18.0,64,30,13.0,26.0,7.0,33,16,122,21.0,10.0,20.0,11.0,9.0,17.0,true
18.0,4.0,22.0,3,23.0,10.0,11.0,27,20.0,18.0,0,37,117,14.0,23.0,25.0,3.0,26.0,6,2,11.0,19,6.0,2.0,21.0,23,19.0,7,29,17.0,6.0,5.0,12,19,146,15.0,17.0,14.0,15.0,20.0,11.0,true
2.0,17.0,14.0,15,10.0,22.0,19.0,35,24.0,0.0,1,70,21,9.0,24.0,5.0,24.0,25.0,18,11,22.0,10,18.0,22.0,2.0,32,9.0,31,19,8.0,2.0,25.0,16,21,7,1.0,6.0,13.0,24.0,25.0,21.0,false
12.0,17.0,6.0,10,15.0,3.0,7.0,21,5.0,24.0,3,42,55,14.0,4.0,8.0,22.0,6.0,2,9,4.0,2,11.0,23.0,0.0,23,8.0,10,1,20.0,3.0,15.0,34,34,43,16.0,25.0,2.0,16.0,12.0,0.0,false
17.0,14.0,19.0,11,22.0,26.0,13.0,27,0.0,4.0,1,47,123,15.0,3.0,23.0,2.0,26.0,20,9,17.0,8,4.0,19.0,21.0,2,8.0,63,27,23.0,21.0,4.0,16,21,115,26.0,22.0,14.0,8.0,22.0,19.0,true
15.0,15.0,3.0,32,23.0,3.0,6.0,14,20.0,9.0,2,141,98,6.0,16.0,24.0,11.0,14.0,16,9,15.0,8,1.0,7.0,5.0,0,21.0,143,33,8.0,11.0,15.0,8,5,31,14.0,0.0,8.0,3.0,7.0,11.0,false
11.0,3.0,23.0,27,5.0,13.0,25.0,25,2.0,21.0,3,50,48,5.0,24.0,4.0,6.0,13.0,4,2,15.0,8,8.0,5.0,12.0,15,18.0,4,24,1.0,4.0,21.0,14,29,84,10.0,5.0,6.0,1.0,25.0,18.0,false
5.0,8.0,17.0,13,6.0,25.0,3.0,16,12.0,15.0,3,6,76,13.0,21.0,24.0,14.0,19.0,7,10,8.0,2,17.0,19.0,1.0,16,8.0,96,0,20.0,5.0,5.0,31,7,70,16.0,1.0,6.0,22.0,5.0,17.0,false
0.0,19.0,8.0,25,13.0,25.0,18.0,2,1.0,20.0,3,71,6,6.0,23.0,11.0,20.0,11.0,15,4,0.0,1,8.0,10.0,15.0,12,22.0,11,13,15.0,14.0,5.0,17,1,137,22.0,22.0,22.0,23.0,11.0,26.0,true
16.0,22.0,14.0,30,1.0,0.0,26.0,19,26.0,14.0,1,45,144,16.0,11.0,19.0,13.0,26.0,17,5,15.0,16,24.0,7.0,3.0,30,25.0,51,5,19.0,19.0,24.0,15,15,69,3.0,1.0,10.0,15.0,11.0,14.0,false
18.0,0.0,8.0,19,20.0,15.0,15.0,21,15.0,3.0,1,148,0,10.0,12.0,8.0,1.0,5.0,2,8,21.0,9,9.0,22.0,0.0,35,26.0,8,21,8.0,0.0,5.0,1,30,114,13.0,15.0,26.0,24.0,20.0,22.0,true
12.0,4.0,11.0,10,6.0,19.0,5.0,30,25.0,16.0,3,78,57,24.0,25.0,4.0,19.0,5.0,14,2,17.0,9,6.0,9.0,16.0,18,4.0,99,11,1.0,16.0,17.0,32,12,107,4.0,1.0,1.0,5.0,13.0,23.0,false
12.0,14.0,0.0,10,12.0,8.0,4.0,1,24.0,17.0,0,67,108,9.0,18.0,8.0,11.0,21.0,4,3,21.0,18,9.0,15.0,26.0,35,1.0,70,12,2.0,25.0,6.0,8,16,74,20.0,20.0,22.0,0.0,16.0,16.0,false
26.0,16.0,15.0,24,26.0,23.0,15.0,30,0.0,5.0,3,138,29,20.0,5.0,21.0,8.0,17.0,5,4,21.0,5,20.0,8.0,11.0,5,4.0,31,29,11.0,17.0,15.0,2,0,55,25.0,18.0,17.0,18.0,10.0,15.0,true
20.0,22.0,7.0,23,1.0,16.0,21.0,20,26.0,17.0,2,58,4,17.0,13.0,21.0,17.0,4.0,15,0,22.0,2,12.0,8.0,23.0,3,1.0,44,19,23.0,19.0,4.0,35,24,146,13.0,23.0,6.0,17.0,11.0,23.0,false
9.0,1.0,17.0,26,25.0,25.0,0.0,4,17.0,5.0,0,74,97,2.0,22.0,10.0,14.0,13.0,18,11,26.0,12,23.0,6.0,16.0,6,14.0,8,24,5.0,4.0,4.0,17,12,128,21.0,24.0,13.0,14.0,21.0,6.0,false
7.0,21.0,19.0,15,12.0,1.0,7.0,31,24.0,7.0,1,94,33,3.0,21.0,23.0,10.0,5.0,4,6,7.0,5,4.0,22.0,12.0,36,25.0,88,7,2.0,14.0,22.0,32,18,92,17.0,15.0,23.0,22.0,18.0,26.0,true
13.0,17.0,18.0,2,9.0,23.0,23.0,19,1.0,26.0,0,118,59,3.0,7.0,21.0,0.0,21.0,19,0,10.0,19,8.0,17.0,25.0,25,5.0,86,5,14.0,5.0,14.0,2,20,24,12.0,3.0,22.0,5.0,19.0,25.0,false
23.0,4.0,10.0,8,1.0,22.0,3.0,34,6.0,23.0,2,109,59,2.0,11.0,7.0,2.0,12.0,11,7,23.0,6,6.0,8.0,24.0,8,18.0,73,24,2.0,22.0,19.0,29,10,126,2.0,20.0,22.0,15.0,11.0,20.0,false
25.0,6.0,15.0,35,7.0,19.0,2.0,14,18.0,12.0,3,80,134,26.0,25.0,12.0,25.0,22.0,4,8,26.0,17,6.0,23.0,9.0,14,16.0,138,6,10.0,5.0,3.0,30,20,27,6.0,10.0,19.0,0.0,19.0,15.0,false
6.0,12.0,12.0,16,9.0,11.0,23.0,19,16.0,4.0,1,124,2,9.0,2.0,10.0,23.0,4.0,4,4,21.0,16,18.0,14.0,20.0,10,8.0,98,24,24.0,26.0,1.0,23,12,64,15.0,24.0,12.0,26.0,9.0,24.0,false
17.0,25.0,17.0,25,9.0,14.0,14.0,30,9.0,4.0,3,134,27,12.0,22.0,1.0,11.0,1.0,9,0,19.0,20,10.0,24.0,18.0,2,15.0,43,18,11.0,3.0,3.0,22,36,21,16.0,22.0,5.0,3.0,18.0,18.0,false
3.0,3.0,25.0,16,15.0,4.0,21.0,10,11.0,7.0,2,83,110,4.0,26.0,17.0,15.0,6.0,9,1,0.0,2,12.0,22.0,20.0,3,13.0,27,1,15.0,7.0,22.0,4,19,92,21.0,8.0,16.0,1.0,6.0,0.0,false
12.0,6.0,15.0,33,2.0,8.0,2.0,31,1.0,6.0,3,20,114,23.0,18.0,21.0,15.0,3.0,14,6,16.0,18,19.0,4.0,24.0,19,13.0,69,21,24.0,7.0,0.0,0,36,9,0.0,6.0,16.0,23.0,5.0,21.0,false
21.0,5.0,3.0,35,20.0,15.0,7.0,23,26.0,6.0,1,97,110,24.0,12.0,3.0,15.0,11.0,6,9,1.0,5,0.0,1.0,2.0,28,1.0,44,24,5.0,4.0,16.0,28,25,83,0.0,18.0,16.0,7.0,1.0,12.0,false
16.0,19.0,16.0,11,18.0,1.0,14.0,16,18.0,23.0,1,131,110,19.0,5.0,17.0,3.0,2.0,7,4,14.0,10,26.0,22.0,13.0,13,15.0,148,4,10.0,25.0,4.0,34,16,55,11.0,24.0,19.0,20.0,11.0,0.0,true
7.0,3.0,0.0,8,15.0,23.0,7.0,23,23.0,17.0,0,31,108,18.0,24.0,1.0,10.0,22.0,16,11,20.0,20,12.0,2.0,2.0,23,4.0,45,14,3.0,23.0,25.0,6,28,45,4.0,14.0,11.0,5.0,22.0,21.0,true
4.0,13.0,8.0,6,4.0,2.0,25.0,0,10.0,21.0,1,33,39,6.0,0.0,2.0,0.0,6.0,6,1,11.0,19,15.0,4.0,2.0,4,25.0,8,35,16.0,20.0,9.0,17,17,114,25.0,14.0,10.0,17.0,26.0,8.0,false
16.0,14.0,16.0,10,0.0,2.0,23.0,24,13.0,8.0,1,117,108,14.0,3.0,11.0,24.0,0.0,6,8,16.0,17,5.0,6.0,19.0,26,4.0,10,10,21.0,0.0,9.0,1,27,81,15.0,23.0,0.0,5.0,20.0,1.0,true
25.0,10.0,20.0,20,7.0,14.0,22.0,8,3.0,5.0,1,57,42,24.0,11.0,5.0,17.0,23.0,15,10,11.0,17,1.0,24.0,15.0,33,23.0,3,9,26.0,10.0,11.0,13,21,94,22.0,7.0,15.0,20.0,18.0,23.0,false
24.0,13.0,4.0,10,7.0,2.0,21.0,22,6.0,12.0,2,12,137,22.0,13.0,25.0,15.0,4.0,16,9,18.0,5,10.0,22.0,7.0,30,26.0,31,10,19.0,4.0,19.0,4,10,26,9.0,3.0,21.0,26.0,0.0,7.0,false
8.0,2.0,12.0,31,22.0,17.0,10.0,1,23.0,2.0,0,30,148,21.0,6.0,3.0,22.0,18.0,5,9,18.0,1,25.0,20.0,22.0,18,23.0,107,28,2.0,25.0,23.0,15,12,107,26.0,23.0,2.0,2.0,3.0,10.0,false
19.0,19.0,23.0,29,19.0,26.0,6.0,27,6.0,7.0,2,132,126,17.0,1.0,4.0,1.0,10.0,13,9,22.0,17,11.0,4.0,7.0,3,4.0,102,32,10.0,8.0,0.0,13,3,83,11.0,7.0,15.0,2.0,1.0,26.0,false
11.0,6.0,24.0,17,13.0,8.0,11.0,1,9.0,19.0,0,9,66,5.0,6.0,13.0,5.0,21.0,19,10,18.0,1,20.0,5.0,12.0,22,10.0,120,5,0.0,17.0,24.0,22,36,148,0.0,6.0,20.0,9.0,11.0,0.0,false
8.0,25.0,26.0,25,23.0,10.0,1.0,17,13.0,2.0,3,76,125,7.0,0.0,24.0,15.0,11.0,14,0,8.0,11,7.0,21.0,26.0,36,23.0,102,10,5.0,11.0,17.0,31,3,71,17.0,17.0,21.0,18.0,14.0,12.0,false
2.0,18.0,12.0,36,24.0,12.0,18.0,24,21.0,9.0,1,47,85,6.0,22.0,18.0,25.0,17.0,13,0,15.0,2,24.0,25.0,20.0,24,18.0,135,26,9.0,10.0,16.0,21,3,67,14.0,12.0,10.0,26.0,26.0,11.0,true
8.0,23.0,22.0,25,18.0,24.0,19.0,4,19.0,16.0,3,22,16,17.0,19.0,12.0,17.0,20.0,0,2,21.0,11,21.0,16.0,4.0,29,12.0,24,4,12.0,22.0,9.0,6,12,60,12.0,24.0,21.0,3.0,26.0,22.0,false
15.0,4.0,21.0,30,16.0,13.0,23.0,1,18.0,20.0,1,104,24,23.0,13.0,18.0,15.0,8.0,5,3,7.0,11,24.0,1.0,7.0,14,12.0,81,17,20.0,13.0,13.0,11,35,19,18.0,1.0,19.0,12.0,6.0,5.0,false
15.0,25.0,22.0,34,11.0,20.0,20.0,11,7.0,17.0,3,13,71,7.0,6.0,3.0,12.0,11.0,12,6,18.0,2,12.0,26.0,3.0,2,14.0,26,1,1.0,6.0,23.0,23,4,137,15.0,11.0,14.0,12.0,22.0,1.0,false
7.0,1.0,0.0,25,14.0,2.0,25.0,19,0.0,7.0,2,109,62,26.0,23.0,20.0,15.0,17.0,11,11,7.0,6,7.0,1.0,15.0,34,16.0,109,17,10.0,12.0,17.0,28,34,107,4.0,9.0,23.0,12.0,6.0,3.0,false
5.0,17.0,11.0,26,1.0,2.0,15.0,33,8.0,9.0,1,70,131,22.0,20.0,23.0,4.0,11.0,18,8,24.0,13,12.0,13.0,0.0,35,1.0,58,34,15.0,24.0,0.0,9,21,138,0.0,13.0,15.0,15.0,9.0,17.0,true
18.0,3.0,25.0,34,15.0,22.0,8.0,4,26.0,20.0,3,109,70,2.0,12.0,12.0,17.0,23.0,19,2,26.0,18,6.0,16.0,14.0,25,6.0,33,16,2.0,3.0,8.0,9,32,125,2.0,22.0,20.0,13.0,11.0,13.0,false
0.0,14.0,18.0,14,5.0,7.0,24.0,1,7.0,24.0,2,92,25,6.0,10.0,11.0,4.0,19.0,14,9,1.0,0,7.0,23.0,7.0,28,12.0,30,27,6.0,3.0,0.0,12,5,105,2.0,14.0,19.0,15.0,7.0,16.0,false
6.0,1.0,0.0,29,4.0,6.0,9.0,36,22.0,9.0,3,83,111,25.0,17.0,5.0,21.0,5.0,19,4,23.0,7,24.0,14.0,10.0,18,5.0,41,7,25.0,19.0,6.0,32,26,95,24.0,23.0,9.0,12.0,14.0,21.0,false
26.0,18.0,14.0,14,1.0,26.0,1.0,36,5.0,0.0,2,43,70,19.0,9.0,10.0,22.0,18.0,14,0,11.0,3,14.0,0.0,17.0,2,10.0,92,17,22.0,19.0,1.0,22,4,11,3.0,0.0,24.0,0.0,15.0,17.0,false
21.0,20.0,10.0,32,12.0,23.0,21.0,35,10.0,12.0,1,128,1,7.0,14.0,10.0,11.0,25.0,19,5,22.0,4,26.0,9.0,25.0,6,11.0,140,11,20.0,14.0,21.0,6,30,46,19.0,14.0,15.0,5.0,20.0,5.0,false
13.0,23.0,19.0,9,20.0,13.0,15.0,0,26.0,9.0,1,117,47,3.0,1.0,10.0,6.0,19.0,18,2,19.0,18,7.0,4.0,3.0,5,16.0,123,28,15.0,19.0,12.0,2,1,108,10.0,23.0,11.0,8.0,8.0,16.0,true
1.0,4.0,26.0,1,20.0,2.0,17.0,3,22.0,10.0,2,21,89,20.0,9.0,9.0,7.0,19.0,6,4,0.0,12,21.0,10.0,24.0,18,7.0,95,26,7.0,0.0,11.0,12,19,97,21.0,22.0,12.0,25.0,24.0,10.0,false
3.0,20.0,8.0,36,7.0,10.0,2.0,29,7.0,12.0,1,91,59,19.0,8.0,10.0,13.0,25.0,2,11,0.0,0,22.0,11.0,17.0,27,25.0,51,16,18.0,11.0,19.0,16,22,68,14.0,21.0,10.0,8.0,26.0,6.0,false
14.0,20.0,18.0,17,6.0,24.0,3.0,13,16.0,19.0,2,51,67,0.0,14.0,12.0,18.0,0.0,9,0,17.0,14,13.0,1.0,2.0,8,12.0,119,3,25.0,8.0,6.0,15,18,69,20.0,15.0,16.0,1.0,17.0,4.0,false
18.0,11.0,21.0,28,6.0,5.0,21.0,34,17.0,6.0,0,30,120,5.0,14.0,24.0,21.0,1.0,7,8,11.0,0,15.0,25.0,5.0,16,16.0,8,15,24.0,9.0,23.0,8,18,16,21.0,12.0,21.0,21.0,5.0,18.0,false
0.0,24.0,8.0,36,17.0,21.0,20.0,3,20.0,13.0,3,4,34,16.0,25.0,23.0,9.0,0.0,12,9,13.0,5,26.0,20.0,2.0,19,26.0,65,6,7.0,17.0,26.0,6,14,22,19.0,24.0,21.0,1.0,23.0,13.0,false
1.0,23.0,16.0,10,13.0,9.0,3.0,36,15.0,21.0,3,51,103,15.0,14.0,16.0,5.0,2.0,9,4,19.0,4,3.0,1.0,20.0,9,21.0,136,3,12.0,9.0,13.0,27,15,79,20.0,8.0,6.0,3.0,2.0,15.0,false
5.0,13.0,18.0,27,24.0,23.0,23.0,3,3.0,19.0,3,7,144,0.0,24.0,21.0,24.0,15.0,16,3,24.0,13,13.0,18.0,26.0,30,16.0,44,1,17.0,7.0,1.0,7,7,111,9.0,26.0,10.0,22.0,23.0,4.0,false
15.0,24.0,7.0,4,23.0,7.0,5.0,21,13.0,6.0,3,91,133,5.0,26.0,23.0,0.0,6.0,11,4,3.0,4,3.0,8.0,24.0,20,21.0,88,27,3.0,8.0,0.0,12,4,118,0.0,12.0,14.0,25.0,6.0,1.0,false
6.0,13.0,19.0,29,10.0,0.0,15.0,6,18.0,7.0,1,30,106,10.0,9.0,2.0,2.0,24.0,20,3,10.0,4,22.0,12.0,3.0,7,16.0,73,29,26.0,5.0,6.0,19,0,21,17.0,8.0,6.0,4.0,25.0,18.0,false
21.0,21.0,22.0,31,15.0,19.0,12.0,20,13.0,17.0,2,121,79,3.0,20.0,3.0,21.0,26.0,10,6,13.0,11,24.0,6.0,16.0,9,2.0,64,0,8.0,8.0,17.0,34,28,1,1.0,19.0,8.0,14.0,15.0,26.0,false
0.0,11.0,9.0,5,23.0,13.0,3.0,23,9.0,10.0,1,105,40,15.0,15.0,13.0,11.0,23.0,18,7,2.0,17,5.0,23.0,5.0,23,20.0,69,2,14.0,16.0,6.0,23,2,92,20.0,2.0,16.0,0.0,4.0,4.0,false
17.0,26.0,5.0,30,23.0,25.0,3.0,29,26.0,7.0,0,141,117,21.0,0.0,20.0,6.0,10.0,19,9,15.0,12,24.0,17.0,11.0,18,24.0,141,21,10.0,15.0,7.0,18,22,110,3.0,23.0,4.0,25.0,23.0,20.0,false
25.0,7.0,22.0,10,6.0,21.0,10.0,34,20.0,11.0,0,3,142,20.0,22.0,19.0,21.0,20.0,2,3,19.0,19,13.0,11.0,2.0,29,24.0,69,11,10.0,22.0,19.0,16,26,126,18.0,4.0,26.0,19.0,6.0,1.0,true
10.0,21.0,5.0,15,9.0,0.0,2.0,15,5.0,15.0,0,96,24,12.0,20.0,0.0,25.0,4.0,16,8,15.0,12,19.0,0.0,18.0,28,20.0,10,30,20.0,14.0,22.0,1,32,19,8.0,7.0,5.0,19.0,13.0,20.0,false
26.0,22.0,15.0,35,14.0,19.0,21.0,9,11.0,4.0,0,121,120,3.0,23.0,18.0,1.0,5.0,2,2,20.0,0,0.0,1.0,7.0,16,8.0,147,23,18.0,18.0,1.0,29,30,9,22.0,19.0,16.0,9.0,8.0,14.0,false
21.0,11.0,26.0,3,1.0,0.0,19.0,5,13.0,1.0,3,38,5,13.0,22.0,15.0,4.0,21.0,0,4,10.0,12,21.0,20.0,13.0,16,15.0,41,12,20.0,3.0,18.0,29,10,148,16.0,1.0,16.0,15.0,9.0,2.0,false
14.0,21.0,14.0,7,5.0,23.0,8.0,7,11.0,8.0,0,33,92,8.0,0.0,26.0,22.0,10.0,2,4,25.0,4,10.0,2.0,21.0,32,8.0,33,13,4.0,17.0,26.0,10,23,2,13.0,1.0,12.0,17.0,17.0,3.0,false
20.0,12.0,4.0,8,19.0,13.0,17.0,24,7.0,16.0,3,119,116,16.0,13.0,7.0,5.0,17.0,8,5,10.0,2,18.0,10.0,17.0,22,26.0,27,27,25.0,25.0,16.0,7,14,93,1.0,15.0,26.0,12.0,25.0,1.0,true
5.0,16.0,19.0,11,11.0,16.0,19.0,4,23.0,21.0,0,11,96,7.0,7.0,15.0,15.0,15.0,6,1,13.0,16,17.0,12.0,7.0,31,25.0,77,2,2.0,4.0,16.0,11,35,98,18.0,20.0,18.0,9.0,15.0,7.0,false
0.0,7.0,18.0,5,14.0,22.0,20.0,35,17.0,20.0,0,88,72,13.0,15.0,23.0,14.0,3.0,19,11,14.0,2,12.0,24.0,10.0,9,18.0,9,30,7.0,3.0,22.0,3,17,33,11.0,13.0,25.0,24.0,24.0,22.0,true
26.0,19.0,12.0,14,21.0,23.0,19.0,2,6.0,14.0,1,48,86,21.0,23.0,20.0,14.0,9.0,6,4,16.0,13,9.0,23.0,21.0,19,26.0,137,8,21.0,2.0,17.0,32,27,73,19.0,20.0,7.0,16.0,7.0,1.0,false
14.0,23.0,23.0,27,3.0,0.0,23.0,14,11.0,26.0,1,125,24,6.0,16.0,25.0,12.0,0.0,9,6,22.0,2,15.0,9.0,24.0,33,14.0,81,4,25.0,12.0,22.0,23,23,104,15.0,26.0,16.0,25.0,26.0,9.0,false
0.0,2.0,2.0,18,16.0,5.0,25.0,29,1.0,22.0,2,113,58,24.0,7.0,19.0,14.0,17.0,13,6,20.0,14,18.0,9.0,11.0,26,22.0,29,20,10.0,25.0,9.0,4,12,37,5.0,8.0,16.0,15.0,11.0,14.0,false
16.0,19.0,12.0,28,0.0,22.0,14.0,32,24.0,3.0,1,99,2,15.0,18.0,20.0,1.0,1.0,9,8,18.0,8,18.0,19.0,25.0,17,14.0,133,14,10.0,24.0,14.0,9,6,49,24.0,25.0,26.0,1.0,14.0,2.0,false
9.0,21.0,4.0,13,10.0,21.0,23.0,34,5.0,22.0,0,47,34,17.0,5.0,9.0,15.0,24.0,12,10,11.0,15,26.0,20.0,6.0,24,0.0,10,21,15.0,4.0,12.0,19,31,107,12.0,5.0,20.0,11.0,20.0,4.0,false
19.0,13.0,18.0,15,9.0,19.0,24.0,28,11.0,23.0,0,138,63,26.0,16.0,18.0,16.0,15.0,0,4,8.0,14,20.0,16.0,22.0,8,10.0,119,16,23.0,12.0,1.0,14,3,110,14.0,11.0,23.0,25.0,18.0,22.0,true
